GaugeID,Stream Order,Maximal Flow Length,Downvalley Length,Drainage Area,Catchment Relief,Catchment Length,Catchment Perimeter,Sinuosity Index,Form Factor,Relief Ratio,Elongation Ratio,Circularity Ratio,Lemniscates Value,Drainage Texture,Drainage Density,Compactness Coefficient,Wandering Ratio,Fitness Ratio,Basin Magnitude,Channel Frequency,Drainage Intensity,Infiltration Number,Ruggedness Number,No. of Firstorder Streams,No. of Secondorder Streams,No. of Thirdorder Streams,No. of Fourthorder Streams,No. of Fifthorder Streams,No. of Sixthorder Streams,No. of Seventhorder Streams,No. of Eigthorder Streams,Firstorder Streams Length,Secondorder Streams Length,Thirdorder Streams Length,Fourthorder Streams Length,Fifthorder Streams Length,Sixthorder Streams Length,Seventhorder Streams Length,Eighthorder Streams Length,Firstorder Streams  Mean  Length,Secondorder Streams  Mean Length,Thirdorder Streams Mean Length,Fourthorder Streams Mean Length,Fifthorder Streams Mean Length,Sixthorder Streams Mean Length,Seventhorder Streams Mean Length,Eighthorder Streams Mean Length,FirstSecond Stream Length Ratio,SecondThird Stream Length Ratio,ThirdForth Stream Length Ratio,FourthFifth Stream Length Ratio,FifthSixth Stream Length Ratio,SixthSeventh Stream Length Ratio,SeventhEighth Stream Length Ratio,FirstSecond Bifurcation Ratio,SecondThird Bifurcation Ratio,ThirdForth Bifurcation Ratio,FourthFifth Bifurcation Ratio,FifthSixth Bifurcation Ratio,Sixthseventh Bifurcation Ratio,SeventhEighth Bifurcation Ratio,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,KoppenGeiger Climate Type,2015_GDP_PPP,2010_GDP_PPP,2005_GDP_PPP,2000_GDP_PPP,1995_GDP_PPP,1990_GDP_PPP,2010_GDP_PC_PPP,2015_GDP_PC_PPP,2005_GDP_PC_PPP,2000_GDP_PC_PPP,1995_GDP_PC_PPP,1990_GDP_PC_PPP,Night Light,Road Density,Urban percentage,2010_HDI,2015_HDI,2005_HDI,2000_HDI,1995_HDI,1990_HDI,Population Count,Population Density,Land cover,Soil type,lithology type
INDOFLOODS-gauge-414,3,49106.55078,36606.58594,757.4697876,1130,41242.05078,137221.4375,1.341467619,0.445332944,0.02739922,3.12E-09,0.505511761,2.245511055,9.47E-05,0.000167324,1.416480303,1.190691352,0.357863545,10,1.72E-08,0.00010257,2.87E-12,0.189075932,10,2,1,,,,,,70530.17188,51821.51563,4391.053711,,,,,,7053.01709,25910.75781,4391.053711,,,,,,0.734742522,0.084734179,,,,,,5,2,,,,,,26.889938,8.120215,64.08447,140.966604,33.934778,21.263814,12.670964,25.582828,27.628837,29.007855,25.57862,2854.690141,821.646804,2.269772,108.711491,1834.903575,29.07584,333.195016,1776.101842,Tropical,702154333.3,513319319.3,351798720.9,229172307.1,146097661.6,102791578.1,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,5.168201,487.111111,64.70588235,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,764739.5911,980.994387,No dominant class,Acrisols,No dominant class
INDOFLOODS-gauge-415,3,72434.13281,55587.21484,1997.918213,2471,60972.99219,229047.1875,1.303071856,0.537406206,0.04052614,1.30E-09,0.478561372,1.860789776,0.000165905,0.000163423,1.455818892,1.187970757,0.316241086,30,1.90E-08,0.000116384,3.11E-12,0.403817683,30,7,1,,,,,,179444.0469,82128.53906,64932.76172,,,,,,5981.468262,11732.64844,64932.76172,,,,,,0.457683265,0.790623605,,,,,,4.285714149,7,,,,,,23.847881,8.340213,61.605801,135.839355,31.067796,17.518193,13.549603,22.887077,24.161501,25.930615,22.698801,2919.689251,898.92179,4.271853,113.728711,1960.158093,27.860309,274.155165,1092.44793,Tropical,355874357,260060111.6,178251872.7,117157187.7,75195902.56,52992703.1,6198.6033,8062.473,4543.04175,3278.923625,2272.3594,1714.75555,1.299235,385.833333,27.74146696,0.92650666,0.94325585,0.85622,0.78912809,0.734815675,0.683698025,976164.5974,484.658589,No dominant class,Cambisols,Metamorphics
INDOFLOODS-gauge-417,5,174289.5469,127751.7891,5774.345215,2361,134635.8594,456168.8125,1.364282608,0.318552673,0.017536189,3.46E-10,0.348707616,3.139198303,0.000197295,0.000164365,1.70547533,1.294525504,0.382072479,65,1.56E-08,9.48E-05,2.56E-12,0.38806504,65,16,6,2,1,,,,467207.25,217599.8906,106172.5547,86049.17188,72069.64844,,,,7187.803711,13599.99316,17695.42578,43024.58594,72069.64844,,,,0.465745956,0.487925589,0.810465276,0.837540269,,,,4.0625,2.666666746,3,2,,,,26.236975,8.736306,63.194963,147.986927,33.973721,20.151502,13.822219,25.19753,26.761711,28.441392,24.848688,2043.789945,517.160936,5.824039,90.201348,1183.18304,41.835163,271.728547,949.976163,Tropical,596569070.6,434815751.2,296985793.6,195880873.6,125890117.3,88411978.51,6157.373405,8008.845507,4513.80426,3289.313678,2295.752921,1735.405627,8.36943,414.635135,47.43718593,0.904662823,0.925377556,0.836033278,0.770523166,0.717491248,0.667578782,4420674,757.448503,No dominant class,No dominant class,No dominant class
INDOFLOODS-gauge-420,4,172940.8438,129812.3125,4063.001709,2497,131999.0156,472849.9688,1.332237601,0.23318769,0.018916808,4.21E-10,0.228354797,4.288391113,0.000145924,0.000159642,2.107517004,1.31016767,0.365741462,53,1.70E-08,0.000106379,2.71E-12,0.39862591,53,11,4,1,,,,,281125.375,150084.2969,148628.375,68787.39063,,,,,5304.252441,13644.02734,37157.09375,68787.39063,,,,,0.533869624,0.990299284,0.462814659,,,,,4.818181992,2.75,4,,,,,22.368058,8.259579,63.969444,116.878983,28.989605,16.071346,12.918259,22.010303,22.216094,24.058014,21.128993,2336.281803,505.397283,25.739605,75.130784,1197.109304,110.158501,323.887814,546.712227,Tropical,156505712.6,115536608.7,80486121.83,53304412.11,34521233.56,24717170.97,6318.084261,8217.881217,4627.769674,3248.814076,2204.566835,1654.913265,1.462402,322.130435,9.687836383,0.989808366,0.995065726,0.914719517,0.843043682,0.785020489,0.730410311,1060972,263.265523,No dominant class,Cambisols,Metamorphics
INDOFLOODS-gauge-423,3,42469.97656,33978.13672,541.2938232,1298,38556.89844,111218.0859,1.249920726,0.364106894,0.033664532,3.95E-09,0.549910605,2.746446371,9.89E-05,0.000145125,1.358094931,1.101488352,0.381862134,8,2.03E-08,0.000140028,2.95E-12,0.188372791,8,2,1,,,,,,46338.08984,11589.83301,20627.56836,,,,,,5792.26123,5794.916504,20627.56836,,,,,,0.25011459,1.779798627,,,,,,4,2,,,,,,26.588043,7.643243,67.929835,91.365548,32.284031,21.031783,11.252248,26.494444,26.645478,27.99801,25.737183,1991.086822,337.116279,26.193798,61.358223,811.627907,120.460465,377.575194,326.541085,Tropical,479633900,351179704.5,241313705.3,157720722.3,100855091.8,71174057.94,6264.03335,8147.5775,4589.440375,3262.435063,2235.2349,1681.984775,6.489301,344.25,41.50943396,0.96117188,0.971627925,0.88825545,0.818653295,0.762308788,0.709278563,477441.4231,870.282418,No dominant class,Acrisols,No dominant class
INDOFLOODS-gauge-427,3,53946.58984,39759.90625,704.2370605,1297,43642.42969,140366.625,1.356808782,0.369743913,0.029718785,3.06E-09,0.44915995,2.704574585,0.000113987,0.000136099,1.502711654,1.236104131,0.384326339,13,2.27E-08,0.000166935,3.09E-12,0.176519811,13,2,1,,,,,,44859.46094,24497.5332,26488.64453,,,,,,3450.727783,12248.7666,26488.64453,,,,,,0.546095133,1.081278086,,,,,,6.5,2,,,,,,26.629698,7.869591,67.645202,99.912475,32.603966,20.968389,11.635577,26.090345,26.176703,28.189744,25.772817,2844.097356,592.209135,21.978365,77.22769,1474.09375,120.316106,469.824519,282.151442,Tropical,316932286.3,232863721.3,160930276,105713158.3,67922614,48211754.75,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,3.410077,442.5,37.62993763,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,532228.8082,752.799988,Cropland,Acrisols,No dominant class
INDOFLOODS-gauge-428,3,38148.5,29320.65039,606.7544556,1047,33947.90625,108006.2656,1.301079631,0.526486218,0.030841371,4.24E-09,0.653619409,1.899385095,0.000138881,0.000162495,1.245700717,1.123736501,0.353206366,11,2.47E-08,0.000152138,4.02E-12,0.170132369,11,3,1,,,,,,57420.03516,19538.83594,21635.75391,,,,,,5220.003418,6512.945313,21635.75391,,,,,,0.340279073,1.107320547,,,,,,3.666666746,3,,,,,,26.609558,7.849422,67.779863,100.953824,32.618031,21.036477,11.581553,25.954739,26.273023,28.193134,25.832663,3111.134535,693.987517,19.435506,84.127547,1716.042996,111.50208,482.119279,647.848821,Tropical,415998738.8,304982317.5,210000386.3,137441409.5,88002185.25,62222018.5,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,3.156056,443.75,30.9352518,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,334714.7972,547.297098,No dominant class,Cambisols,Acid plutonic rocks
INDOFLOODS-gauge-429,3,71464.60938,57389.75391,813.0768433,1737,59878.34375,179882.2656,1.245250344,0.226773366,0.029008819,2.08E-09,0.31576556,4.40968895,8.34E-05,0.000140846,1.792230129,1.193496704,0.397285461,12,1.84E-08,0.000130983,2.60E-12,0.244649813,12,2,1,,,,,,39029.13281,26071.5332,49418.10547,,,,,,3252.427734,13035.7666,49418.10547,,,,,,0.668001831,1.895481348,,,,,,6,2,,,,,,25.9632,7.673909,66.263042,103.314341,31.850515,20.265773,11.584742,25.615808,25.580189,27.495567,24.874742,2200.758763,381.073196,31.23299,61.751439,957.151546,144.071134,405.985567,331.583505,Tropical,243670159.1,178374575,122525667.4,80005322.33,51122901.3,36064275.01,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,3.822601,412.777778,23.02158273,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,320795.9252,389.294534,No dominant class,Acrisols,Acid plutonic rocks
INDOFLOODS-gauge-430,3,93894.96875,75057,1334.644775,2077,81758.35938,226616.0156,1.250982165,0.199664727,0.025404131,1.19E-09,0.326583594,5.008395672,7.50E-05,0.0001754,1.762296557,1.148444891,0.414335102,14,1.27E-08,7.26E-05,2.23E-12,0.36430496,14,2,1,,,,,,139429.875,33888.625,60777.64453,,,,,,9959.276367,16944.3125,60777.64453,,,,,,0.243051395,1.793452621,,,,,,7,2,,,,,,23.276614,8.126426,62.743342,123.409116,30.123681,17.157593,12.966088,22.579387,23.500987,25.147469,22.128958,2721.829472,708.642214,13.646075,95.280671,1640.633205,69.959459,316.112613,715.918919,Tropical,122395058.1,89700539.14,62072890.97,42928274.52,28559897.56,20380237.31,6184.063289,8043.560889,4532.730944,3282.58775,2280.609289,1722.037944,1.255272,280.722222,6.285072952,0.918803278,0.936950944,0.849101011,0.782566933,0.728706094,0.678013461,591179.014,457.518684,No dominant class,Cambisols,No dominant class
INDOFLOODS-gauge-431,3,67473.40625,39040.69922,915.2797852,2203,49264.54297,180577.7031,1.728283763,0.377124667,0.044717759,2.38E-09,0.352724373,2.651643038,8.86E-05,0.000162379,1.695736766,1.369614005,0.373653024,12,1.75E-08,0.000107656,2.84E-12,0.357720464,12,3,1,,,,,,74742.10156,35721.5,38158.41797,,,,,,6228.508301,11907.16699,38158.41797,,,,,,0.477930099,1.0682199,,,,,,4,3,,,,,,25.751341,8.278458,64.036931,137.467186,32.961791,20.028702,12.933089,24.557739,26.43699,27.799055,24.480286,2611.359232,718.644424,3.483547,102.774083,1619.245887,35.670018,318.705667,1365.704753,Tropical,310426457.2,228168993.3,157791101.1,103726101.4,66697013.52,47382237.21,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,4.024299,306.833333,48.87820513,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,613132.0241,664.547178,No dominant class,Cambisols,No dominant class
INDOFLOODS-gauge-438,3,92441.03125,66565.67188,1625.302246,1665,69716.02344,236203.9219,1.38871932,0.334402055,0.023882601,1.26E-09,0.366074771,2.990412474,0.000105841,0.000152808,1.664528608,1.325965405,0.391361117,19,1.54E-08,0.00010066,2.35E-12,0.254425824,19,5,1,,,,,,69081.53906,118697.5938,60580.55859,,,,,,3635.870361,23739.51953,60580.55859,,,,,,1.718224525,0.510377288,,,,,,3.799999952,5,,,,,,24.562745,7.759631,65.651506,103.419246,30.567938,18.741495,11.826443,24.303677,24.220189,26.089021,23.474905,2283.856701,421.306701,32.248454,64.225047,1035.490722,144.68866,389.373711,341.433505,Tropical,154892874,113910066.8,78853906.35,51894812.2,33411708.5,23769820.36,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,1.979123,276.05,23.80106572,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,591242.8155,359.816325,Forest,Cambisols,Acid plutonic rocks
INDOFLOODS-gauge-440,3,78200.54688,56141.67188,1198.495972,1612,61623.48438,183380.7344,1.392914414,0.315605134,0.026158858,1.66E-09,0.447856665,3.168516159,0.000130875,0.000157166,1.504896522,1.269005656,0.426438183,20,2.00E-08,0.000127413,3.15E-12,0.253352016,20,3,1,,,,,,99662.98438,43653.73828,45046.39844,,,,,,4983.149414,14551.24609,45046.39844,,,,,,0.438013554,1.031902432,,,,,,6.666666508,3,,,,,,26.031015,7.594372,66.783824,98.296346,31.83317,20.458292,11.374878,25.714579,25.737649,27.504933,25.017786,2129.748076,349.187544,31.444367,60.396096,896.16725,143.351994,396.735479,340.708188,Tropical,376677991,275631994.4,189200923.4,123451141.3,78824698.63,55558752.79,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,4.271796,455.785714,23.42995169,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,497546.148,413.820604,No dominant class,Acrisols,No dominant class
INDOFLOODS-gauge-441,3,63925.55859,34594.03516,1064.725464,1475,45075.20703,157873.5,1.847878098,0.524037302,0.032723088,2.41E-09,0.536820412,1.90826118,0.000107681,0.000157277,1.374553561,1.418197751,0.404916346,14,1.60E-08,0.000101518,2.51E-12,0.231984258,14,2,1,,,,,,79926.04688,73875.32031,13655.95313,,,,,,5709.003418,36937.66016,13655.95313,,,,,,0.924295962,0.184851363,,,,,,7,2,,,,,,24.494843,8.213033,60.542739,139.944536,31.791066,18.21459,13.576475,23.362254,24.613333,26.648798,23.325697,3812.177049,1330.810656,3.289344,129.070428,2788.163934,26.539344,343.709016,2263.79918,Tropical,173795927.4,127135243,87596154.96,57457330.33,37004157.23,26178408.99,5817.878108,7567.267,4302.456292,3063.744458,2192.752817,1700.481708,0.453858,323.916667,7.659574468,0.853499617,0.876607583,0.788751417,0.726946233,0.676913525,0.629823862,526238.0741,514.098629,No dominant class,Cambisols,No dominant class
INDOFLOODS-gauge-446,4,100928.2109,73975.04688,1283.758911,2302,78861.26563,240388.9375,1.364354849,0.206422001,0.029190503,1.25E-09,0.279167205,4.844444752,8.32E-05,0.000164557,1.906092525,1.279819846,0.419853806,13,1.56E-08,9.47E-05,2.56E-12,0.37880972,13,4,2,1,,,,,75373.42188,67753.34375,9728.351563,58396.12109,,,,,5797.955566,16938.33594,4864.175781,58396.12109,,,,,0.898902297,0.143584818,6.002673626,,,,,3.25,2,2,,,,,25.069389,9.044652,62.651281,148.249436,32.870481,18.442848,14.427633,24.476647,25.211974,27.253825,23.552449,1489.184005,324.359558,10.739272,77.119311,734.875163,49.96749,214.157997,368.664499,Tropical,340087664.4,247223670.6,168932896.5,116635439.3,77278517.15,54505278.95,5880.8002,7649.108286,4317.677,3359.010929,2452.6784,1873.927886,6.791469,351.642857,25.67567568,0.758132734,0.805448629,0.700619243,0.645719951,0.6012777,0.5594497,532063.3479,411.315821,No dominant class,No dominant class,Metamorphics
INDOFLOODS-gauge-472,6,650388.9375,378736.5625,44652.65625,913,411680.4063,1664588.375,1.717259407,0.263467401,0.00221774,4.07E-11,0.202508584,3.795535803,0.000451163,0.000167508,2.237970829,1.579839468,0.390720576,581,1.68E-08,0.000100405,2.82E-12,0.152935132,581,126,31,9,3,1,,,3671381.5,1916652.625,965564.375,357243.875,345153.2813,223697.4063,,,6319.073242,15211.52832,31147.23828,39693.76563,115051.0938,223697.4063,,,0.522052169,0.503776431,0.369984537,0.966155887,0.64811033,,,4.611111164,4.064516068,3.444444418,3,3,,,24.964161,12.751767,41.11585,504.492075,41.046781,10.038858,31.007923,25.90896,24.431836,31.598482,18.730509,1267.92929,405.424048,4.618662,142.814047,1031.16188,27.087191,135.854057,34.012834,Tropical,62070252.02,44784344.93,31091858.92,24356314.02,23683134.33,20921424.15,2990.2112,3889.343,2227.44,1882.7871,1810.0876,1581.1671,1.487467,288.432099,5.58474887,0.474407538,0.510397127,0.438418027,0.40406436,0.376254261,0.350080065,8364153,186.969563,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-526,6,472637.1563,255888.5313,25984.77539,791,285735.7813,1144848.375,1.847043157,0.318265617,0.002768292,7.70E-11,0.24913393,3.142029762,0.000382583,0.000160936,2.0177145,1.654105544,0.412838221,343,1.69E-08,0.000104737,2.71E-12,0.127300754,343,69,18,5,2,1,,,1991387.5,1038619.688,529238.8125,274154.5938,302551.9063,45945.62891,,,5805.794434,15052.45898,29402.15625,54830.91797,151275.9531,45945.62891,,,0.521555781,0.509559751,0.518016815,1.103581429,0.151860312,,,4.9710145,3.833333254,3.599999905,2.5,2,,,24.551002,12.999871,41.115241,514.322788,40.824335,9.209207,31.615128,25.784083,22.457422,31.199476,18.126943,1286.5322,412.283941,5.018142,141.789426,1032.383962,31.134045,144.708767,35.433957,Temperate,70430466.68,50700348.63,35067131.01,27369228.36,26515597.7,23339661.78,2990.2112,3889.343,2227.44,1882.7871,1810.0876,1581.1671,1.637423,327.498498,6.41918425,0.476251677,0.512381166,0.440122266,0.405635058,0.377716855,0.351440913,5099614,195.979946,No dominant class,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-560,4,287671.5938,210795.125,8926.981445,864,216449.8594,626385.3125,1.364697576,0.190541685,0.003991687,1.73E-10,0.285911322,5.248195171,0.000237873,0.000160364,1.883477688,1.329044938,0.459256619,114,1.67E-08,0.000104082,2.68E-12,0.138554722,114,31,3,1,,,,,718563.125,409152.3438,166609.1094,137244.1719,,,,,6303.185547,13198.46289,55536.37109,137244.1719,,,,,0.56940347,0.407205552,0.823749483,,,,,3.677419424,10.33333302,3,,,,,25.764242,12.706328,43.970409,434.982051,41.034291,12.15149,28.882801,25.557879,27.119344,31.848086,20.673906,1161.852684,341.936511,4.8136,134.29491,909.864179,20.640905,154.941463,35.193297,Tropical,44813907.59,32768307.86,23097431.35,17567820.39,17089937.72,14689976.67,4357.184359,5667.35392,3211.973055,2508.637112,2400.457416,1991.414495,0.41015,241.061947,2.435288712,0.55621633,0.598412105,0.514020656,0.473742904,0.441137102,0.410449309,1178748,130.395429,No dominant class,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-562,5,176802.8281,110943.6875,8086.739746,876,112618.3438,537532.3125,1.593626738,0.637610137,0.007778484,3.50E-10,0.351701468,1.568356514,0.000267891,0.000188917,1.698200941,1.569929242,0.328915715,100,1.78E-08,9.43E-05,3.36E-12,0.16549097,100,30,10,3,1,,,,743131.4375,388686.7813,271471.0938,82725.88281,41704.44531,,,,7431.314453,12956.22559,27147.10938,27575.29492,41704.44531,,,,0.523039103,0.698431492,0.304731816,0.504128158,,,,3.333333254,3,3.333333254,3,,,,26.895902,12.97327,45.244165,424.326837,42.208971,13.542206,28.666765,26.430209,26.362461,32.838649,21.954322,857.720392,247.961176,5.181176,124.347622,618.163039,21.476961,151.119216,28.412549,Arid,265317938.8,191820327.1,131007921.2,88571291.54,75604739.54,52615017.97,6739.4337,8765.92635,4927.736971,3599.317474,3429.305784,2706.360197,2.108957,385.398058,5.935682518,0.701748745,0.754984911,0.648512714,0.597696408,0.556559369,0.517842189,2620181,320.350613,Cropland,Vertisols,Unconsolidated sediments
INDOFLOODS-gauge-571,6,403694.5,131358.2969,35499.88672,880,218361.8281,1153233.625,3.073231936,0.744515121,0.004030008,8.62E-11,0.335430264,1.343156099,0.000538486,0.000166628,1.738901734,1.848741174,0.350054383,483,1.75E-08,0.000104982,2.91E-12,0.146632746,483,105,25,5,2,1,,,3085748.5,1289997,812159.125,514398.4375,173790.75,39185.47266,,,6388.713379,12285.68555,32486.36523,102879.6875,86895.375,39185.47266,,,0.418049961,0.629582167,0.633371472,0.337852418,0.225475013,,,4.599999905,4.199999809,5,2.5,2,,,25.593494,12.395574,41.398016,472.027693,41.237487,11.307872,29.929615,26.135709,21.126224,31.958696,19.866102,1250.484996,386.262112,6.408204,134.412639,965.869975,31.647134,173.60886,32.869753,Tropical,170672265.3,122698646.5,83419121.57,58087321.53,51233759.95,38326917.25,4336.219975,5640.085715,3196.873907,2499.038855,2391.403295,1985.122795,2.135732,339.195122,9.96218844,0.557540946,0.599837208,0.515244783,0.47487111,0.442187659,0.411426784,9375945,261.769399,Cropland,Vertisols,Metamorphics
INDOFLOODS-gauge-589,5,260667.375,171071.3594,12321.25586,860,174954.125,549350.8125,1.523734808,0.402537733,0.004915574,1.83E-10,0.513056636,2.484239101,0.000360425,0.000153756,1.406026483,1.48991847,0.474500746,158,1.61E-08,0.000104515,2.47E-12,0.132229879,158,31,6,2,1,,,,955960.25,428618.9375,287432.9063,191262.0469,31188.91992,,,,6050.381348,13826.41699,47905.48438,95631.02344,31188.91992,,,,0.448364824,0.670602441,0.665414572,0.163069054,,,,5.096774101,5.166666508,3,2,,,,24.264039,11.755919,53.999849,234.531132,35.700072,13.956643,21.743429,23.38273,23.809613,27.678566,21.948542,1106.081821,382.54262,0.134767,112.842455,754.327808,5.595041,82.942581,48.571955,Tropical,323962419.6,235394588.1,162044771.9,110190549,94383032.29,65847771.35,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,5.127625,450.845638,16.52552071,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,4543165,366.500848,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-603,5,288439.0313,224881.3906,11938.87891,508,227430.9844,643058,1.282627344,0.230815142,0.002233645,1.43E-10,0.36280489,4.332471371,0.000292353,0.000164851,1.672012806,1.268248558,0.448542804,146,1.57E-08,9.55E-05,2.60E-12,0.083744273,146,33,6,2,1,,,,1071777.75,515277.2813,179200.9063,85801.78125,116077.6563,,,,7340.943359,15614.46289,29866.81836,42900.89063,116077.6563,,,,0.48076877,0.347775668,0.478802174,1.352858305,,,,4.424242496,5.5,3,2,,,,26.332066,13.636384,52.133101,326.56427,39.940671,13.778926,26.161745,25.633477,25.316222,30.794776,22.59334,663.913557,171.96329,1.200081,105.349574,407.17707,7.484378,68.005466,31.945543,Arid,209709904.3,151935506.1,104111240.7,70491080.17,60171699.36,41798898.34,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,2.982158,354.666667,4.24556039,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,3454048,286.953622,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-609,6,652978.75,360519.0625,45779.27344,709,363727.9375,1386936.375,1.811218381,0.346031457,0.001949259,4.56E-11,0.299065053,2.889910698,0.000589789,0.000162396,1.841591597,1.795239449,0.470806569,653,1.79E-08,0.000110029,2.90E-12,0.115138814,653,131,26,5,2,1,,,4002863.25,1515386.25,1033265.75,553823,298078.4688,30957.08789,,,6129.958984,11567.83398,39740.99219,110764.6016,149039.2344,30957.08789,,,0.378575563,0.681849778,0.535992801,0.53821975,0.103855498,,,4.984732628,5.038461685,5.199999809,2.5,2,,,27.012097,12.751571,43.95668,433.104957,42.526591,13.500833,29.025758,27.083481,23.302511,33.01995,21.912666,1040.812299,298.022678,5.374324,126.736955,751.94301,20.593607,195.406532,25.284847,Tropical,173963745.9,126515712.6,86965740.3,59412678.01,50890268.77,35842360.61,6878.021038,8946.185783,5013.548854,3654.75577,3463.016029,2727.1071,1.839401,333.211909,3.996364187,0.709488352,0.763311661,0.655665179,0.604288421,0.56269768,0.523553486,10630370,231.063832,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-612,5,504653.9063,293027.75,33145.60938,923,312005.5,988514.875,1.722205162,0.340487748,0.002958281,6.24E-11,0.426254958,2.936963081,0.000537169,0.000163382,1.542557716,1.617451906,0.51051724,422,1.60E-08,9.81E-05,2.62E-12,0.150801763,422,88,16,4,1,,,,2853316,1379545.125,523370.6563,325724.0938,333446.7188,,,,6761.412109,15676.64941,32710.66602,81431.02344,333446.7188,,,,0.483488381,0.379379153,0.622358322,1.023709059,,,,4.795454502,5.5,4,4,,,,25.360485,12.931817,53.186996,284.295439,37.740013,13.430735,24.309278,24.933291,24.305356,29.218033,22.104977,830.281787,250.790995,0.6366,105.363442,531.936413,5.094651,111.946095,28.968742,Arid,318796912.7,229397686.8,155483464.9,104158432,88026542.95,60467714.42,6993.368194,9096.2169,5113.39724,3714.286681,3521.998435,2768.570384,6.215596,416.562044,12.32215447,0.718923241,0.773462299,0.66438432,0.612324344,0.570180522,0.530515782,13038310,391.865438,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-636,5,176802.8281,110943.6875,8086.739746,876,112618.3438,537532.3125,1.593626738,0.637610137,0.007778484,3.50E-10,0.351701468,1.568356514,0.000267891,0.000188917,1.698200941,1.569929242,0.328915715,100,1.78E-08,9.43E-05,3.36E-12,0.16549097,100,30,10,3,1,,,,743131.4375,388686.7813,271471.0938,82725.88281,41704.44531,,,,7431.314453,12956.22559,27147.10938,27575.29492,41704.44531,,,,0.523039103,0.698431492,0.304731816,0.504128158,,,,3.333333254,3,3.333333254,3,,,,26.895902,12.97327,45.244165,424.326837,42.208971,13.542206,28.666765,26.430209,26.362461,32.838649,21.954322,857.720392,247.961176,5.181176,124.347622,618.163039,21.476961,151.119216,28.412549,Arid,265317938.8,191820327.1,131007921.2,88571291.54,75604739.54,52615017.97,6739.4337,8765.92635,4927.736971,3599.317474,3429.305784,2706.360197,2.108957,385.398058,5.935682518,0.701748745,0.754984911,0.648512714,0.597696408,0.556559369,0.517842189,2620181,320.350613,Cropland,Vertisols,Unconsolidated sediments
INDOFLOODS-gauge-640,5,179304.6875,126870.2188,11295.41992,840,133354.9063,508140.1563,1.41329217,0.635161817,0.006298981,2.50E-10,0.549724638,1.574401975,0.000334553,0.0001548,1.358324528,1.344567657,0.352864623,137,1.51E-08,9.72E-05,2.33E-12,0.130032256,137,25,5,2,1,,,,829208.75,531205.75,284359.0938,95663.32813,8097.509277,,,,6052.618652,21248.23047,56871.82031,47831.66406,8097.509277,,,,0.640617609,0.535308778,0.336417347,0.084645905,,,,5.480000019,5,2.5,2,,,,24.461878,12.879812,52.456296,283.851645,36.629597,12.093588,24.536009,24.403163,22.97866,28.187455,21.092477,1092.876744,387.306576,0.444278,115.175816,775.851267,4.258469,182.904213,18.587674,Arid,592812265.8,423385327.2,283347972.7,187435598.3,156853362.8,106204957.6,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,11.033118,533.364286,19.14130166,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,7877672,692.721021,Cropland,Vertisols,Basic volcanic rocks
