EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-1095-7,2012-08-14,2012-08-14,82.4,2012-08-14,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-8,2012-10-03,2012-10-03,79.4,2012-10-03,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1095-9,2013-10-15,2013-10-15,38.8,2013-10-15,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1095-10,2015-08-03,2015-08-03,39.2,2015-08-03,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1100-1,2010-10-26,2010-10-26,14.32,2010-10-26,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1100-2,2011-08-10,2011-08-20,13.62,2011-08-13,1,,,,11,4,8,Flood
INDOFLOODS-gauge-1100-3,2011-08-28,2011-08-28,21.06,2011-08-28,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-1100-4,2015-07-28,2015-08-10,14.85,2015-08-05,1,,,,14,9,6,Severe Flood
INDOFLOODS-gauge-1100-5,2016-09-09,2016-09-09,13.25,2016-09-09,1,,,,1,1,1,Flood
INDOFLOODS-gauge-1100-6,2017-07-29,2017-07-29,13.15,2017-07-29,1,,,,1,1,1,Flood
INDOFLOODS-gauge-130-1,1966-09-04,1966-09-07,544.4,1966-09-06,1,2940.0,1966-09-06,8567.94,4,3,2,Severe Flood
INDOFLOODS-gauge-130-2,1967-06-29,1967-07-01,542.76,1967-07-01,1,2165.43,1967-07-01,4911.49,3,3,1,Severe Flood
INDOFLOODS-gauge-130-3,1967-07-26,1967-07-27,539.59,1967-07-27,1,1074.0,1967-07-27,2110.13,2,2,1,Flood
INDOFLOODS-gauge-130-4,1967-08-02,1967-08-05,543.11,1967-08-04,1,2312.79,1967-08-04,7735.21,4,3,2,Severe Flood
INDOFLOODS-gauge-130-5,1967-08-21,1967-08-21,539.6,1967-08-21,1,1070.0,1967-08-21,1070.0,1,1,1,Flood
INDOFLOODS-gauge-130-6,1967-08-29,1967-08-29,540.01,1967-08-29,1,1238.0,1967-08-29,1238.0,1,1,1,Flood
INDOFLOODS-gauge-130-7,1967-09-17,1967-09-17,539.6,1967-09-17,1,1053.75,1967-09-17,1053.75,1,1,1,Flood
INDOFLOODS-gauge-130-8,1968-09-14,1968-09-15,541.51,1968-09-15,1,1784.86,1968-09-15,3351.05,2,2,1,Severe Flood
INDOFLOODS-gauge-130-9,1968-10-04,1968-10-06,541.53,1968-10-05,1,2314.57,1968-10-05,5648.31,3,2,2,Severe Flood
INDOFLOODS-gauge-130-10,1969-07-28,1969-08-04,544.34,1969-07-30,1,2889.37,1969-07-30,19087.84,8,3,6,Severe Flood
INDOFLOODS-gauge-130-11,1969-09-08,1969-09-08,539.72,1969-09-08,1,1185.0,1969-09-08,1185.0,1,1,1,Flood
INDOFLOODS-gauge-130-12,1969-09-20,1969-09-21,540.97,1969-09-20,1,1441.0,1969-09-20,2609.0,2,1,2,Severe Flood
INDOFLOODS-gauge-130-13,1970-07-29,1970-07-29,539.75,1970-07-29,1,1067.36,1970-07-29,1067.36,1,1,1,Flood
INDOFLOODS-gauge-130-14,1970-08-17,1970-08-21,540.8,1970-08-20,1,1254.1,1970-08-20,5628.46,5,4,2,Severe Flood
INDOFLOODS-gauge-130-15,1970-08-27,1970-08-30,542.29,1970-08-29,1,1985.0,1970-08-29,6177.5,4,3,2,Severe Flood
INDOFLOODS-gauge-130-16,1971-09-05,1971-09-07,540.98,1971-09-06,1,1283.6,1971-09-06,3712.4,3,2,2,Severe Flood
INDOFLOODS-gauge-130-17,1972-07-05,1972-07-08,542.27,1972-07-07,1,1835.39,1972-07-07,6360.79,4,3,2,Severe Flood
INDOFLOODS-gauge-130-18,1972-09-12,1972-09-14,542.55,1972-09-13,1,1924.3,1972-09-13,4979.3,3,2,2,Severe Flood
INDOFLOODS-gauge-130-19,1972-09-24,1972-09-26,540.79,1972-09-25,1,1473.1,1972-09-25,3957.0,3,2,2,Flood
INDOFLOODS-gauge-130-20,1973-07-07,1973-07-10,544.49,1973-07-09,1,2462.31,1973-07-09,7568.52,4,3,2,Severe Flood
INDOFLOODS-gauge-130-21,1973-07-14,1973-07-16,542.79,1973-07-15,1,1830.0,1973-07-15,4525.95,3,2,2,Severe Flood
INDOFLOODS-gauge-130-22,1973-08-26,1973-08-27,540.43,1973-08-27,1,1189.8,1973-08-27,2326.8,2,2,1,Flood
INDOFLOODS-gauge-130-23,1975-06-28,1975-06-28,540.38,1975-06-28,1,1297.0,1975-06-28,1297.0,1,1,1,Flood
INDOFLOODS-gauge-130-24,1975-08-14,1975-08-15,541.18,1975-08-14,1,1729.9,1975-08-14,3324.7,2,1,2,Severe Flood
INDOFLOODS-gauge-130-25,1975-09-09,1975-09-11,540.45,1975-09-10,1,1423.1,1975-09-10,3980.8,3,2,2,Flood
INDOFLOODS-gauge-130-26,1976-07-20,1976-07-23,543.19,1976-07-22,1,2499.1,1976-07-22,7844.9,4,3,2,Severe Flood
INDOFLOODS-gauge-130-27,1976-08-02,1976-08-04,541.06,1976-08-04,1,1718.8,1976-08-03,4553.79,3,3,1,Severe Flood
INDOFLOODS-gauge-130-28,1976-08-28,1976-08-28,539.98,1976-08-28,1,1260.8,1976-08-28,1260.8,1,1,1,Flood
INDOFLOODS-gauge-130-29,1976-09-01,1976-09-04,540.67,1976-09-03,1,1484.8,1976-09-03,5129.3,4,3,2,Flood
INDOFLOODS-gauge-130-30,1977-07-05,1977-07-07,540.46,1977-07-06,1,1481.0,1977-07-06,3842.94,3,2,2,Flood
INDOFLOODS-gauge-130-31,1977-08-22,1977-08-27,542.45,1977-08-23,1,2192.0,1977-08-23,9506.0,6,2,5,Severe Flood
INDOFLOODS-gauge-130-32,1977-09-13,1977-09-16,543.01,1977-09-14,1,2337.0,1977-09-14,7074.03,4,2,3,Severe Flood
INDOFLOODS-gauge-130-33,1978-07-24,1978-07-24,539.68,1978-07-24,1,1146.0,1978-07-24,1146.0,1,1,1,Flood
INDOFLOODS-gauge-130-34,1978-08-14,1978-08-21,544.33,1978-08-17,1,3175.34,1978-08-17,17851.88,8,4,5,Severe Flood
INDOFLOODS-gauge-130-35,1978-08-24,1978-08-27,540.83,1978-08-26,1,1547.0,1978-08-26,5333.0,4,3,2,Severe Flood
INDOFLOODS-gauge-130-36,1978-08-29,1978-08-30,539.85,1978-08-29,1,1172.0,1978-08-29,2221.0,2,1,2,Flood
INDOFLOODS-gauge-130-37,1979-06-25,1979-06-27,542.4,1979-06-26,1,2190.55,1979-06-26,5739.49,3,2,2,Severe Flood
INDOFLOODS-gauge-130-38,1979-07-09,1979-07-10,541.59,1979-07-10,1,1872.01,1979-07-10,3529.01,2,2,1,Severe Flood
INDOFLOODS-gauge-130-39,1979-08-03,1979-08-04,540.17,1979-08-03,1,1493.0,1979-08-03,2800.0,2,1,2,Flood
INDOFLOODS-gauge-130-40,1979-08-09,1979-08-09,540.06,1979-08-09,1,1387.0,1979-08-09,1387.0,1,1,1,Flood
INDOFLOODS-gauge-130-41,1980-07-23,1980-07-24,540.22,1980-07-24,1,1358.0,1980-07-24,2505.34,2,2,1,Flood
INDOFLOODS-gauge-130-42,1980-07-26,1980-07-26,540.33,1980-07-26,1,1386.0,1980-07-26,1386.0,1,1,1,Flood
INDOFLOODS-gauge-130-43,1980-07-31,1980-07-31,540.0,1980-07-31,1,1341.0,1980-07-31,1341.0,1,1,1,Flood
INDOFLOODS-gauge-130-44,1980-09-18,1980-09-21,542.06,1980-09-20,1,2032.0,1980-09-19,6717.64,4,3,2,Severe Flood
INDOFLOODS-gauge-130-45,1981-08-09,1981-08-11,542.24,1981-08-10,1,2365.7,1981-08-10,5690.49,3,2,2,Severe Flood
INDOFLOODS-gauge-130-46,1982-08-13,1982-08-14,540.65,1982-08-14,1,1468.0,1982-08-14,2916.0,2,2,1,Flood
INDOFLOODS-gauge-130-47,1982-08-30,1982-08-30,539.94,1982-08-30,1,1193.0,1982-08-30,1193.0,1,1,1,Flood
INDOFLOODS-gauge-130-48,1983-06-26,1983-06-27,540.65,1983-06-27,1,1336.0,1983-06-27,2502.0,2,2,1,Flood
INDOFLOODS-gauge-130-49,1984-06-15,1984-06-15,540.33,1984-06-15,1,1289.95,1984-06-15,1289.95,1,1,1,Flood
INDOFLOODS-gauge-130-50,1984-08-01,1984-08-04,543.07,1984-08-03,1,2261.59,1984-08-03,6454.59,4,3,2,Severe Flood
INDOFLOODS-gauge-130-51,1984-08-08,1984-08-10,541.35,1984-08-09,1,1751.0,1984-08-09,4620.0,3,2,2,Severe Flood
INDOFLOODS-gauge-130-52,1985-07-05,1985-07-06,539.85,1985-07-06,1,1268.27,1985-07-06,2489.72,2,2,1,Flood
INDOFLOODS-gauge-130-53,1985-08-08,1985-08-08,539.56,1985-08-08,1,1300.1,1985-08-08,1300.1,1,1,1,Flood
INDOFLOODS-gauge-130-54,1985-08-17,1985-08-18,540.34,1985-08-18,1,1590.8,1985-08-18,3160.0,2,2,1,Flood
INDOFLOODS-gauge-130-55,1986-07-22,1986-07-23,540.34,1986-07-23,1,1321.7,1986-07-23,2523.6,2,2,1,Flood
INDOFLOODS-gauge-130-56,1986-08-14,1986-08-16,544.55,1986-08-15,1,3109.41,1986-08-15,7213.03,3,2,2,Severe Flood
INDOFLOODS-gauge-130-57,1986-08-20,1986-08-21,540.03,1986-08-20,1,1344.0,1986-08-20,2597.9,2,1,2,Flood
INDOFLOODS-gauge-130-58,1987-09-05,1987-09-05,539.94,1987-09-05,1,1185.65,1987-09-05,1185.65,1,1,1,Flood
INDOFLOODS-gauge-130-59,1989-08-28,1989-08-28,539.58,1989-08-28,1,1124.0,1989-08-28,1124.0,1,1,1,Flood
INDOFLOODS-gauge-130-60,1989-08-31,1989-08-31,540.26,1989-08-31,1,1256.0,1989-08-31,1256.0,1,1,1,Flood
INDOFLOODS-gauge-130-61,1990-07-24,1990-07-25,540.65,1990-07-25,1,1450.0,1990-07-25,2851.0,2,2,1,Flood
INDOFLOODS-gauge-130-62,1990-08-16,1990-08-17,540.09,1990-08-16,1,1247.0,1990-08-16,2387.0,2,1,2,Flood
INDOFLOODS-gauge-130-63,1990-08-22,1990-08-24,541.34,1990-08-23,1,1794.0,1990-08-23,4526.0,3,2,2,Severe Flood
INDOFLOODS-gauge-130-64,1990-08-29,1990-08-29,540.04,1990-08-29,1,1262.0,1990-08-29,1262.0,1,1,1,Flood
INDOFLOODS-gauge-130-65,1990-09-05,1990-09-06,540.19,1990-09-05,1,1353.0,1990-09-05,2672.0,2,1,2,Flood
INDOFLOODS-gauge-130-66,1990-09-13,1990-09-14,540.12,1990-09-13,1,1325.0,1990-09-13,2520.0,2,1,2,Flood
INDOFLOODS-gauge-130-67,1990-10-04,1990-10-08,542.11,1990-10-07,1,2018.54,1990-10-07,8916.66,5,4,2,Severe Flood
INDOFLOODS-gauge-130-68,1991-07-18,1991-07-19,540.48,1991-07-18,1,1466.0,1991-07-18,2810.0,2,1,2,Flood
INDOFLOODS-gauge-130-69,1991-07-30,1991-08-01,542.85,1991-07-31,1,2406.53,1991-07-31,5640.53,3,2,2,Severe Flood
INDOFLOODS-gauge-130-70,1991-08-08,1991-08-10,540.17,1991-08-09,1,1307.0,1991-08-09,3620.0,3,2,2,Flood
INDOFLOODS-gauge-130-71,1991-08-13,1991-08-14,540.0,1991-08-14,1,1262.0,1991-08-14,2509.0,2,2,1,Flood
INDOFLOODS-gauge-130-72,1991-08-16,1991-08-17,540.17,1991-08-16,1,1352.0,1991-08-16,2652.0,2,1,2,Flood
INDOFLOODS-gauge-130-73,1992-07-28,1992-07-31,543.8,1992-07-29,1,2956.4,1992-07-29,9111.35,4,2,3,Severe Flood
INDOFLOODS-gauge-130-74,1992-08-03,1992-08-03,539.74,1992-08-03,1,1219.0,1992-08-03,1219.0,1,1,1,Flood
INDOFLOODS-gauge-130-75,1992-08-15,1992-08-17,540.68,1992-08-16,1,1522.83,1992-08-16,3751.83,3,2,2,Flood
INDOFLOODS-gauge-130-76,1992-08-19,1992-08-21,540.06,1992-08-20,1,1160.0,1992-08-20,3283.9,3,2,2,Flood
INDOFLOODS-gauge-130-77,1992-09-02,1992-09-02,540.84,1992-09-02,1,1572.0,1992-09-02,1572.0,1,1,1,Severe Flood
INDOFLOODS-gauge-130-78,1992-09-08,1992-09-09,540.15,1992-09-08,1,1314.0,1992-09-09,2616.0,2,1,2,Flood
INDOFLOODS-gauge-130-79,1993-07-15,1993-07-17,540.23,1993-07-16,1,1396.61,1993-07-16,3701.1,3,2,2,Flood
INDOFLOODS-gauge-130-80,1994-07-11,1994-07-13,541.23,1994-07-12,1,1586.0,1994-07-12,4229.0,3,2,2,Severe Flood
INDOFLOODS-gauge-130-81,1994-08-11,1994-08-11,539.73,1994-08-11,1,1109.0,1994-08-11,1109.0,1,1,1,Flood
INDOFLOODS-gauge-130-82,1994-08-20,1994-08-20,539.67,1994-08-20,1,1078.0,1994-08-20,1078.0,1,1,1,Flood
INDOFLOODS-gauge-130-83,1994-08-30,1994-09-01,541.88,1994-08-31,1,1844.0,1994-08-31,4745.0,3,2,2,Severe Flood
INDOFLOODS-gauge-130-84,1994-09-05,1994-09-09,544.03,1994-09-06,1,2674.53,1994-09-06,9917.14,5,2,4,Severe Flood
INDOFLOODS-gauge-130-85,1995-07-22,1995-07-26,541.94,1995-07-25,1,1857.0,1995-07-25,7365.01,5,4,2,Severe Flood
INDOFLOODS-gauge-130-86,1995-09-01,1995-09-03,542.79,1995-09-02,1,2089.07,1995-09-02,5406.07,3,2,2,Severe Flood
INDOFLOODS-gauge-130-87,1996-07-21,1996-07-23,540.31,1996-07-22,1,1190.0,1996-07-22,3397.09,3,2,2,Flood
INDOFLOODS-gauge-130-88,2000-08-30,2000-09-02,541.13,2000-09-01,1,1518.21,2000-08-31,4603.72,4,3,2,Severe Flood
INDOFLOODS-gauge-130-89,2001-06-14,2001-06-15,540.1,2001-06-15,1,1093.07,2001-06-15,2175.16,2,2,1,Flood
INDOFLOODS-gauge-130-90,2001-07-08,2001-07-10,540.92,2001-07-09,1,1494.99,2001-07-09,4053.39,3,2,2,Severe Flood
INDOFLOODS-gauge-130-91,2001-08-20,2001-08-23,542.79,2001-08-21,1,2114.81,2001-08-21,6699.95,4,2,3,Severe Flood
INDOFLOODS-gauge-130-92,2002-08-24,2002-08-24,540.75,2002-08-24,1,1511.3,2002-08-24,1511.3,1,1,1,Flood
INDOFLOODS-gauge-130-93,2003-08-28,2003-08-30,541.47,2003-08-29,1,1695.8,2003-08-29,4191.95,3,2,2,Severe Flood
INDOFLOODS-gauge-130-94,2003-09-08,2003-09-08,540.16,2003-09-08,1,1217.9,2003-09-08,1217.9,1,1,1,Flood
INDOFLOODS-gauge-130-95,2003-10-08,2003-10-09,541.09,2003-10-08,1,1630.26,2003-10-08,3215.96,2,1,2,Severe Flood
INDOFLOODS-gauge-130-96,2004-06-14,2004-06-16,541.4,2004-06-15,1,1640.54,2004-06-15,4266.99,3,2,2,Severe Flood
INDOFLOODS-gauge-130-97,2004-08-21,2004-08-22,540.81,2004-08-22,1,1257.67,2004-08-22,2238.31,2,2,1,Severe Flood
INDOFLOODS-gauge-130-98,2005-09-13,2005-09-15,540.71,2005-09-14,1,1469.67,2005-09-14,3533.13,3,2,2,Flood
INDOFLOODS-gauge-130-99,2006-07-04,2006-07-06,543.37,2006-07-05,1,2112.64,2006-07-05,5285.53,3,2,2,Severe Flood
INDOFLOODS-gauge-130-100,2006-08-04,2006-08-05,540.85,2006-08-05,1,1378.57,2006-08-05,2729.65,2,2,1,Severe Flood
INDOFLOODS-gauge-130-101,2006-10-01,2006-10-02,541.77,2006-10-02,1,1637.66,2006-10-02,3249.49,2,2,1,Severe Flood
INDOFLOODS-gauge-130-102,2007-06-30,2007-07-01,540.72,2007-06-30,1,1363.58,2007-06-30,2609.76,2,1,2,Flood
INDOFLOODS-gauge-130-103,2007-08-07,2007-08-09,541.99,2007-08-08,1,1736.88,2007-08-08,4261.2,3,2,2,Severe Flood
INDOFLOODS-gauge-130-104,2008-08-11,2008-08-11,540.28,2008-08-11,1,1300.0,2008-08-11,1300.0,1,1,1,Flood
INDOFLOODS-gauge-130-105,2010-08-06,2010-08-08,543.7,2010-08-07,1,2231.0,2010-08-07,5976.0,3,2,2,Severe Flood
INDOFLOODS-gauge-130-106,2010-09-08,2010-09-09,540.67,2010-09-09,1,1309.0,2010-09-09,2562.0,2,2,1,Flood
INDOFLOODS-gauge-130-107,2010-09-19,2010-09-19,540.77,2010-09-19,1,1337.0,2010-09-19,1337.0,1,1,1,Flood
INDOFLOODS-gauge-130-108,2012-08-06,2012-08-07,540.86,2012-08-06,1,1451.69,2012-08-06,2823.83,2,1,2,Severe Flood
INDOFLOODS-gauge-130-109,2012-09-05,2012-09-05,540.01,2012-09-05,1,1155.78,2012-09-05,1155.78,1,1,1,Flood
INDOFLOODS-gauge-130-110,2013-06-14,2013-06-16,542.01,2013-06-15,1,1688.42,2013-06-15,4064.52,3,2,2,Severe Flood
INDOFLOODS-gauge-130-111,2013-06-25,2013-06-25,539.57,2013-06-25,1,995.66,2013-06-25,995.66,1,1,1,Flood
INDOFLOODS-gauge-130-112,2017-07-19,2017-07-21,542.47,2017-07-20,1,520.0,2017-07-20,1370.0,3,2,2,Severe Flood
INDOFLOODS-gauge-130-113,2017-08-29,2017-08-30,540.94,2017-08-29,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-130-114,2019-06-12,2019-06-24,541.81,2019-06-20,5,,,,13,9,5,Severe Flood
INDOFLOODS-gauge-130-115,2019-08-03,2019-08-03,540.53,2019-08-03,1,,,,1,1,1,Flood
INDOFLOODS-gauge-130-116,2019-08-08,2019-08-09,541.79,2019-08-08,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-130-117,2019-10-30,2019-11-07,542.62,2019-10-31,8,,,,9,2,8,Severe Flood
INDOFLOODS-gauge-130-118,2019-11-19,2020-01-31,542.69,2019-12-20,5,,,,74,32,43,Severe Flood
INDOFLOODS-gauge-130-119,2020-02-14,2020-02-28,542.83,2020-02-19,1,,,,15,6,10,Severe Flood
INDOFLOODS-gauge-130-120,2020-04-02,2020-04-05,542.52,2020-04-02,1,,,,4,1,4,Severe Flood
INDOFLOODS-gauge-130-121,2020-04-07,2020-04-19,542.8,2020-04-11,1,,,,13,5,9,Severe Flood
INDOFLOODS-gauge-130-122,2020-04-21,2020-05-08,544.47,2020-05-08,1,,,,18,18,1,Severe Flood
INDOFLOODS-gauge-130-123,2020-05-21,2020-05-27,543.65,2020-05-27,1,,,,7,7,1,Severe Flood
INDOFLOODS-gauge-162-1,2018-07-16,2018-07-16,29.4,2018-07-16,1,,,,1,1,1,Flood
INDOFLOODS-gauge-162-2,2019-07-07,2019-07-07,30.35,2019-07-07,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-162-3,2019-07-29,2019-07-29,29.3,2019-07-29,1,,,,1,1,1,Flood
INDOFLOODS-gauge-162-4,2019-08-03,2019-08-04,31.2,2019-08-04,1,,,,2,2,1,Severe Flood
INDOFLOODS-gauge-175-1,2018-11-01,2018-12-29,127.15,2018-11-01,2,,,,59,1,59,Flood
INDOFLOODS-gauge-175-2,2019-07-05,2019-07-05,126.6,2019-07-05,1,,,,1,1,1,Flood
INDOFLOODS-gauge-175-3,2019-08-11,2019-08-20,126.4,2019-08-13,8,,,,10,3,8,Flood
INDOFLOODS-gauge-180-1,2019-08-04,2019-08-04,10.0,2019-08-04,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-19-1,2019-08-03,2019-08-10,15.37,2019-08-09,1,,,,8,7,2,Flood
INDOFLOODS-gauge-196-1,1973-08-31,1973-09-02,39.63,1973-08-31,1,40428.2,1973-08-31,108965.3,3,1,3,Severe Flood
INDOFLOODS-gauge-196-2,1973-09-07,1973-09-07,31.27,1973-09-07,1,23680.0,1973-09-07,23680.0,1,1,1,Severe Flood
INDOFLOODS-gauge-196-3,1974-08-21,1974-08-22,32.2,1974-08-21,1,29904.8,1974-08-21,58031.5,2,1,2,Severe Flood
INDOFLOODS-gauge-196-4,1975-09-13,1975-09-13,31.02,1975-09-13,1,30476.9,1975-09-13,30476.9,1,1,1,Flood
INDOFLOODS-gauge-196-5,1978-08-30,1978-08-30,34.21,1978-08-30,1,40745.0,1978-08-30,40745.0,1,1,1,Severe Flood
INDOFLOODS-gauge-196-6,1979-08-11,1979-08-11,31.25,1979-08-11,1,27475.0,1979-08-11,27475.0,1,1,1,Severe Flood
INDOFLOODS-gauge-196-7,1984-08-11,1984-08-12,33.55,1984-08-11,1,38000.0,1984-08-11,65921.7,2,1,2,Severe Flood
INDOFLOODS-gauge-196-8,1984-08-19,1984-08-21,35.88,1984-08-20,1,49500.0,1984-08-20,113450.2,3,2,2,Severe Flood
INDOFLOODS-gauge-196-9,1986-08-16,1986-08-16,31.01,1986-08-16,1,34700.0,1986-08-16,34700.0,1,1,1,Flood
INDOFLOODS-gauge-196-10,1990-08-24,1990-08-24,36.1,1990-08-24,1,52000.0,1990-08-24,52000.0,1,1,1,Severe Flood
INDOFLOODS-gauge-196-11,1994-09-01,1994-09-01,30.85,1994-09-01,1,23305.0,1994-09-01,23305.0,1,1,1,Flood
INDOFLOODS-gauge-196-12,1994-09-07,1994-09-08,39.78,1994-09-07,1,60642.0,1994-09-07,100010.0,2,1,2,Severe Flood
INDOFLOODS-gauge-196-13,1996-07-28,1996-07-28,33.1,1996-07-28,1,28200.0,1996-07-28,28200.0,1,1,1,Severe Flood
INDOFLOODS-gauge-196-14,1997-07-27,1997-07-27,31.16,1997-07-27,1,21849.0,1997-07-27,21849.0,1,1,1,Severe Flood
INDOFLOODS-gauge-196-15,1998-09-16,1998-09-16,33.8,1998-09-16,1,25600.0,1998-09-16,25600.0,1,1,1,Severe Flood
INDOFLOODS-gauge-196-16,1999-09-21,1999-09-23,30.97,1999-09-21,1,23400.0,1999-09-21,68699.0,3,1,3,Flood
INDOFLOODS-gauge-196-17,2006-08-07,2006-08-07,31.2,2006-08-07,1,22226.45,2006-08-07,22226.45,1,1,1,Severe Flood
INDOFLOODS-gauge-196-18,2013-08-24,2013-08-26,34.56,2013-08-25,1,32056.75,2013-08-25,83670.57,3,2,2,Severe Flood
INDOFLOODS-gauge-208-1,1987-07-07,1987-07-07,101.63,1987-07-07,1,956.2,1987-07-07,956.2,1,1,1,Flood
INDOFLOODS-gauge-208-2,1991-07-28,1991-07-28,101.2,1991-07-28,1,1018.0,1991-07-28,1018.0,1,1,1,Flood
INDOFLOODS-gauge-208-3,1993-07-13,1993-07-13,101.48,1993-07-13,1,1393.0,1993-07-13,1393.0,1,1,1,Flood
INDOFLOODS-gauge-208-4,1993-07-16,1993-07-16,101.28,1993-07-16,1,859.2,1993-07-16,859.2,1,1,1,Flood
INDOFLOODS-gauge-208-5,1994-07-13,1994-07-13,102.04,1994-07-13,1,1184.0,1994-07-13,1184.0,1,1,1,Severe Flood
INDOFLOODS-gauge-208-6,1998-07-08,1998-07-08,101.45,1998-07-08,1,685.0,1998-07-08,685.0,1,1,1,Flood
INDOFLOODS-gauge-208-7,1998-09-17,1998-09-17,102.49,1998-09-17,1,902.52,1998-09-17,902.52,1,1,1,Severe Flood
INDOFLOODS-gauge-208-8,2000-07-14,2000-07-14,102.38,2000-07-14,1,997.53,2000-07-14,997.53,1,1,1,Severe Flood
INDOFLOODS-gauge-208-9,2004-08-03,2004-08-03,103.92,2004-08-03,1,3173.18,2004-08-03,3173.18,1,1,1,Severe Flood
INDOFLOODS-gauge-208-10,2005-06-29,2005-07-01,102.05,2005-06-29,1,1439.18,2005-06-29,3785.16,3,1,3,Severe Flood
INDOFLOODS-gauge-208-11,2005-07-04,2005-07-04,101.34,2005-07-04,1,1054.42,2005-07-04,1054.42,1,1,1,Flood
INDOFLOODS-gauge-208-12,2006-07-29,2006-07-29,101.58,2006-07-29,1,1261.88,2006-07-29,1261.88,1,1,1,Flood
INDOFLOODS-gauge-208-13,2006-08-07,2006-08-10,103.59,2006-08-09,1,2728.0,2006-08-09,8093.17,4,3,2,Severe Flood
INDOFLOODS-gauge-208-14,2008-08-11,2008-08-12,102.1,2008-08-11,1,1303.59,2008-08-11,2333.02,2,1,2,Severe Flood
INDOFLOODS-gauge-208-15,2009-09-05,2009-09-05,101.38,2009-09-05,1,972.54,2009-09-05,972.54,1,1,1,Flood
INDOFLOODS-gauge-208-16,2014-07-29,2014-07-29,101.2,2014-07-29,1,829.38,2014-07-29,829.38,1,1,1,Flood
INDOFLOODS-gauge-208-17,2017-07-14,2017-07-15,102.18,2017-07-14,1,1046.92,2017-07-14,1804.69,2,1,2,Severe Flood
INDOFLOODS-gauge-208-18,2017-07-28,2017-07-28,102.3,2017-07-28,1,1078.09,2017-07-28,1078.09,1,1,1,Severe Flood
INDOFLOODS-gauge-208-19,2018-07-16,2018-07-17,102.7,2018-07-16,1,1026.08,2018-07-17,1799.95,2,1,2,Severe Flood
INDOFLOODS-gauge-208-20,2019-07-27,2019-07-27,101.49,2019-07-27,1,,,,1,1,1,Flood
INDOFLOODS-gauge-208-21,2019-07-29,2019-07-29,101.28,2019-07-29,1,,,,1,1,1,Flood
INDOFLOODS-gauge-208-22,2019-08-03,2019-08-06,103.02,2019-08-04,1,,,,4,2,3,Severe Flood
INDOFLOODS-gauge-243-1,2018-11-01,2018-11-18,126.34,2018-11-11,3,,,,18,11,8,Flood
INDOFLOODS-gauge-243-2,2019-08-11,2019-08-27,126.98,2019-08-17,1,,,,17,7,11,Flood
INDOFLOODS-gauge-243-3,2019-09-20,2020-01-11,127.68,2019-10-25,6,,,,114,36,79,Flood
INDOFLOODS-gauge-29-1,1972-09-11,1972-09-13,310.19,1972-09-11,1,540.0,1972-09-11,1377.7,3,1,3,Flood
INDOFLOODS-gauge-29-2,1972-09-18,1972-09-20,310.65,1972-09-19,1,908.62,1972-09-19,1969.41,3,2,2,Flood
INDOFLOODS-gauge-29-3,1972-10-08,1972-10-08,310.3,1972-10-08,1,592.4,1972-10-08,592.4,1,1,1,Flood
INDOFLOODS-gauge-29-4,1973-06-05,1973-06-07,310.42,1973-06-06,1,653.7,1973-06-06,1518.7,3,2,2,Flood
INDOFLOODS-gauge-29-5,1973-08-02,1973-09-06,311.81,1973-08-20,1,1949.7,1973-08-20,28941.11,36,19,18,Flood
INDOFLOODS-gauge-29-6,1973-09-18,1973-09-25,310.96,1973-09-20,1,1016.0,1973-09-20,5137.73,8,3,6,Flood
INDOFLOODS-gauge-29-7,1973-10-01,1973-10-12,310.76,1973-10-03,1,872.0,1973-10-03,7147.51,12,3,10,Flood
INDOFLOODS-gauge-29-8,1973-10-18,1973-10-19,310.1,1973-10-19,1,385.4,1973-10-18,742.4,2,2,1,Flood
INDOFLOODS-gauge-29-9,1973-10-23,1973-11-03,312.2,1973-10-25,1,2258.5,1973-10-25,11591.23,12,3,10,Severe Flood
INDOFLOODS-gauge-29-10,1974-08-18,1974-08-24,310.8,1974-08-18,1,1424.84,1974-08-18,7924.95,7,1,7,Flood
INDOFLOODS-gauge-29-11,1974-09-11,1974-09-11,310.01,1974-09-11,1,675.17,1974-09-11,675.17,1,1,1,Flood
INDOFLOODS-gauge-29-12,1974-09-15,1974-09-16,312.56,1974-09-15,1,4232.2,1974-09-15,5144.3,2,1,2,Severe Flood
INDOFLOODS-gauge-29-13,1974-09-18,1974-09-21,311.71,1974-09-19,1,2717.91,1974-09-19,5917.2,4,2,3,Flood
